sku,product_name,category,supplier,stock_quantity,sales_speed_per_day,expiry_date,warehouse_location,price_rub,reorder_point
OFB-001042,Молоток A-868,Инструменты,ЗАО 'СкладСервис',501,1.0,2029-12-02,Ряд 4-Стеллаж 9,9096.18,18
BCN-001043,Кофе Max-284,Продукты питания,АО 'Торговый дом',947,1.0,NULL,Ряд 19-Стеллаж 4,542.31,17
HGF-001044,Одеяло B-826,Товары для дома,ИП Петрова,769,0.1,2029-06-28,Ряд 5-Стеллаж 2,27707.83,1
ZJO-001045,Ноутбук B-471,Электроника,ИП Иванов,93,1.0,2029-09-04,Ряд 16-Стеллаж 8,4829.4,20
PXX-001046,Духи B-103,Косметика,АО 'Торговый дом',3,0.1,2028-05-20,Ряд 19-Стеллаж 39,42487.0,2
WKL-001047,Чай Pro-809,Продукты питания,Торговый дом 'Восточный',909,0.5,2028-04-17,Ряд 18-Стеллаж 49,13622.58,14
WIA-001048,Велосипед B-807,Спорттовары,ИП Петрова,397,2.0,NULL,Ряд 5-Стеллаж 46,3913.98,58
KFJ-001049,Тональный крем B-661,Косметика,Группа 'Мегаполис',732,0.1,2028-03-24,Ряд 20-Стеллаж 31,48034.72,2
SLU-001050,Отвертка C-376,Инструменты,ИП Петрова,353,0.5,2030-08-30,Ряд 14-Стеллаж 6,21896.25,9
XGE-001051,Стиральный порошок Max-938,Бытовая химия,ИП Петрова,660,0.5,2028-05-14,Ряд 13-Стеллаж 24,2446.53,7
EQO-001052,Духи Pro-320,Косметика,АО 'Торговый дом',537,5.0,NULL,Ряд 5-Стеллаж 28,13961.75,60
EBW-001053,Одеяло A-828,Товары для дома,ООО 'Поставщик+',586,1.0,NULL,Ряд 18-Стеллаж 31,47103.7,12
YPC-001054,Джинсы B-547,Одежда,Компания 'Логистик',836,2.0,NULL,Ряд 15-Стеллаж 36,38054.97,60
YGA-001055,Крупа B-248,Продукты питания,Компания 'Логистик',525,2.0,2028-06-25,Ряд 13-Стеллаж 9,8391.71,44
WVO-001056,Крем Pro-140,Косметика,ТД 'Универсал',251,0.5,NULL,Ряд 8-Стеллаж 11,32024.8,4
ALU-001057,Клетка C-537,Зоотовары,АО 'РегионСнаб',563,0.5,2030-10-12,Ряд 17-Стеллаж 23,39329.92,12
YEW-001058,Макароны A-323,Продукты питания,ООО 'Поставщик+',211,0.1,2028-10-23,Ряд 20-Стеллаж 27,19159.49,1
MTF-001059,Игрушка Pro-259,Зоотовары,ИП Иванов,460,2.0,NULL,Ряд 10-Стеллаж 26,12262.36,14
MMM-001060,Мыло A-359,Бытовая химия,ТД 'Универсал',133,0.5,NULL,Ряд 5-Стеллаж 41,46141.2,8
MKQ-001061,Дрель Lite-170,Инструменты,АО 'Торговый дом',612,0.1,2028-05-22,Ряд 16-Стеллаж 5,17656.5,1
ACT-001062,Коврик Lite-472,Спорттовары,Компания 'Логистик',61,0.1,2028-12-06,Ряд 17-Стеллаж 24,1255.79,1
JIJ-001063,Лыжи Lite-69,Спорттовары,ИП Петрова,126,2.0,2031-01-17,Ряд 2-Стеллаж 43,38976.43,60
ZDV-001064,Степлер Pro-283,Канцтовары,ЗАО 'СкладСервис',731,0.5,2028-12-20,Ряд 5-Стеллаж 49,45753.99,4
KBH-001065,Консервы A-168,Продукты питания,Группа 'Мегаполис',428,1.0,2029-01-05,Ряд 14-Стеллаж 36,28430.93,13
WGM-001066,Куртка Lite-746,Одежда,Группа 'Мегаполис',479,5.0,2027-02-16,Ряд 16-Стеллаж 8,4044.48,105
ZWY-001067,Тональный крем Lite-699,Косметика,ИП Петрова,571,0.5,2029-12-29,Ряд 17-Стеллаж 10,33404.21,14
HPX-001068,Мыло C-110,Бытовая химия,ООО 'Поставщик+',444,0.5,2029-11-06,Ряд 16-Стеллаж 47,49566.08,4
VOV-001069,Мыло C-84,Бытовая химия,Группа 'Мегаполис',475,5.0,2030-12-31,Ряд 12-Стеллаж 27,37139.05,100
GQY-001070,Поводок C-122,Зоотовары,АО 'Торговый дом',793,0.5,2030-08-03,Ряд 5-Стеллаж 27,23685.05,3
IMZ-001071,Отвертка Lite-335,Инструменты,ИП Петрова,219,0.5,2027-12-20,Ряд 8-Стеллаж 40,40236.25,8
PWC-001072,Футболка B-299,Одежда,Торговый дом 'Восточный',8,0.1,2028-09-06,Ряд 5-Стеллаж 4,154.26,1
ZJR-001073,Роман A-630,Книги,ООО 'ИмпортТрейд',682,1.0,NULL,Ряд 10-Стеллаж 22,5043.57,25
AXU-001074,Отвертка A-474,Инструменты,ТД 'Универсал',110,0.1,2028-11-21,Ряд 17-Стеллаж 5,41598.52,1
PGQ-001075,Словарь Max-485,Книги,ООО 'ОптТорг',98,0.5,2029-02-04,Ряд 10-Стеллаж 3,19700.0,8
VJN-001076,Помада B-721,Косметика,ЗАО 'СкладСервис',722,2.0,2029-06-25,Ряд 10-Стеллаж 43,16364.15,28
ECP-001077,Куртка Lite-245,Одежда,ИП Иванов,110,10.0,2026-05-24,Ряд 3-Стеллаж 19,38529.82,290
SLD-001078,Клетка B-354,Зоотовары,ЗАО 'СкладСервис',965,1.0,2029-05-04,Ряд 16-Стеллаж 42,1740.11,12
BAW-001079,Помада Max-323,Косметика,АО 'РегионСнаб',191,2.0,2030-05-24,Ряд 11-Стеллаж 29,6688.52,34
YTW-001080,Крупа A-906,Продукты питания,ООО 'Поставщик+',890,2.0,2028-04-30,Ряд 3-Стеллаж 32,43782.27,34
DNM-001081,Крем Pro-791,Косметика,Группа 'Мегаполис',738,0.1,2030-03-09,Ряд 11-Стеллаж 40,18682.54,0
VNF-001082,Степлер B-446,Канцтовары,ЗАО 'СкладСервис',674,2.0,2031-02-21,Ряд 13-Стеллаж 34,49681.87,52
UTB-001083,Роман Pro-850,Книги,ИП Петрова,560,0.1,NULL,Ряд 11-Стеллаж 2,20396.45,2
WYX-001084,Одеяло Max-927,Товары для дома,ИП Петрова,236,5.0,NULL,Ряд 9-Стеллаж 20,44581.08,40
PKA-001085,Мыло Lite-834,Бытовая химия,ООО 'Поставщик+',227,5.0,NULL,Ряд 1-Стеллаж 28,2435.8,45
XYA-001086,Энциклопедия A-876,Книги,ЗАО 'СкладСервис',806,0.5,2030-12-13,Ряд 19-Стеллаж 14,26727.8,12
GZO-001087,Ручка A-133,Канцтовары,ИП Иванов,558,1.0,2028-08-11,Ряд 11-Стеллаж 42,12317.54,22
YTE-001088,Тушь Lite-709,Косметика,ЗАО 'СкладСервис',263,0.5,NULL,Ряд 6-Стеллаж 24,4925.34,8
OBZ-001089,Кроссовки Lite-477,Одежда,ООО 'Поставщик+',976,0.1,2027-09-01,Ряд 4-Стеллаж 49,22592.02,1
NMP-001090,Футболка Lite-824,Одежда,ООО 'ИмпортТрейд',807,0.1,2026-09-23,Ряд 7-Стеллаж 35,47249.79,3
ZTZ-001091,Чай A-827,Продукты питания,ИП Иванов,350,0.1,2030-11-06,Ряд 12-Стеллаж 2,17042.03,1
NVF-001092,Шампунь Pro-330,Бытовая химия,ИП Петрова,652,0.5,2028-07-16,Ряд 8-Стеллаж 43,46693.12,11
QFB-001093,Шина Pro-88,Автотовары,Группа 'Мегаполис',3,1.0,2030-04-02,Ряд 11-Стеллаж 27,37499.15,7
DCN-001094,Куртка B-320,Одежда,ИП Петрова,139,0.5,2030-01-27,Ряд 4-Стеллаж 40,40550.92,13
NLB-001095,Куртка Pro-77,Одежда,ООО 'Поставщик+',961,0.5,2027-02-28,Ряд 9-Стеллаж 25,49964.07,7
ZJM-001096,Фантастика Lite-614,Книги,Компания 'Логистик',416,0.1,2028-01-31,Ряд 6-Стеллаж 46,4699.16,1
WJC-001097,Крем C-319,Косметика,ООО 'ИмпортТрейд',325,2.0,2026-12-29,Ряд 7-Стеллаж 38,40028.56,28
VOO-001098,Куртка Pro-96,Одежда,Торговый дом 'Восточный',562,5.0,2029-10-31,Ряд 4-Стеллаж 26,37627.48,40
RGB-001099,Платье Lite-110,Одежда,АО 'Торговый дом',971,5.0,NULL,Ряд 16-Стеллаж 3,23487.69,90
GPO-001100,Моющее средство B-756,Бытовая химия,АО 'Торговый дом',342,0.1,2028-09-29,Ряд 1-Стеллаж 31,10959.97,2
YWN-001101,Пила B-628,Инструменты,ООО 'Поставщик+',697,0.5,2028-10-12,Ряд 7-Стеллаж 32,27400.81,4
RFN-001102,Папка C-664,Канцтовары,ИП Иванов,414,5.0,2029-10-11,Ряд 9-Стеллаж 16,30838.42,50
PAC-001103,Одеяло B-729,Товары для дома,Группа 'Мегаполис',764,0.1,2026-12-29,Ряд 6-Стеллаж 42,29031.2,2
BZT-001104,Роман Max-15,Книги,АО 'Торговый дом',700,0.5,2027-12-10,Ряд 4-Стеллаж 37,190.74,6
KIL-001105,Чай Max-207,Продукты питания,Торговый дом 'Восточный',663,2.0,2030-06-20,Ряд 13-Стеллаж 43,25967.35,30
WDK-001106,Стиральный порошок Pro-475,Бытовая химия,ЗАО 'СкладСервис',878,5.0,2028-07-15,Ряд 16-Стеллаж 18,21900.67,75
EUV-001107,Детектив A-485,Книги,ТД 'Универсал',536,0.1,NULL,Ряд 10-Стеллаж 10,14208.14,1
UNP-001108,Тетрадь Pro-226,Канцтовары,Компания 'Логистик',659,0.1,2029-02-03,Ряд 9-Стеллаж 31,48177.23,1
LDU-001109,Поводок Max-102,Зоотовары,ТД 'Универсал',393,0.1,2028-12-22,Ряд 4-Стеллаж 18,36076.07,2
HRU-001110,Фантастика Lite-589,Книги,АО 'РегионСнаб',20,0.1,NULL,Ряд 10-Стеллаж 17,40495.02,2
UNE-001111,Фильтр A-751,Автотовары,ООО 'ОптТорг',3,0.1,2030-07-08,Ряд 19-Стеллаж 22,122.95,1
HTG-001112,Духи C-47,Косметика,ИП Петрова,204,1.0,2030-03-01,Ряд 4-Стеллаж 25,23619.13,13
WJT-001113,Гантели Pro-888,Спорттовары,ООО 'ИмпортТрейд',504,0.1,NULL,Ряд 3-Стеллаж 7,28279.69,1
BMN-001114,Роман A-263,Книги,АО 'Торговый дом',105,1.0,2028-12-03,Ряд 8-Стеллаж 48,10765.96,18
APD-001115,Тушь Lite-550,Косметика,ЗАО 'СкладСервис',602,2.0,2027-06-05,Ряд 11-Стеллаж 16,30608.11,18
TYG-001116,Масло A-516,Автотовары,Торговый дом 'Восточный',283,0.5,2028-03-14,Ряд 16-Стеллаж 14,39796.33,8
PYH-001117,Ключ A-684,Инструменты,Торговый дом 'Восточный',357,5.0,2029-01-31,Ряд 1-Стеллаж 48,4920.68,135
HEE-001118,Детектив B-634,Книги,ООО 'Поставщик+',750,0.1,2027-09-20,Ряд 5-Стеллаж 19,23069.71,2
DDX-001119,Шампунь Pro-8,Бытовая химия,ООО 'ИмпортТрейд',642,2.0,2029-02-02,Ряд 14-Стеллаж 10,34411.46,24
EAE-001120,Отвертка C-731,Инструменты,АО 'Торговый дом',86,2.0,2027-05-15,Ряд 5-Стеллаж 27,5466.56,28
NOR-001121,Свеча B-626,Товары для дома,ИП Петрова,337,2.0,2027-01-07,Ряд 18-Стеллаж 43,28386.32,42
VLI-001122,Подушка Lite-119,Товары для дома,Группа 'Мегаполис',948,1.0,NULL,Ряд 10-Стеллаж 25,38639.28,21
UDB-001123,Роман Lite-185,Книги,Торговый дом 'Восточный',546,5.0,2030-05-18,Ряд 19-Стеллаж 46,36893.73,55
OGD-001124,Смартфон C-268,Электроника,ООО 'ОптТорг',878,1.0,NULL,Ряд 18-Стеллаж 6,16988.64,24
IDE-001125,Молоток Pro-739,Инструменты,ТД 'Универсал',870,2.0,2026-06-29,Ряд 3-Стеллаж 34,7433.72,42
QCT-001126,Масло Max-32,Автотовары,ИП Иванов,697,0.1,NULL,Ряд 1-Стеллаж 50,1414.72,2
CET-001127,Поводок A-807,Зоотовары,ИП Петрова,83,0.1,2028-07-06,Ряд 4-Стеллаж 29,39193.3,2
QZA-001128,Консервы Lite-833,Продукты питания,ООО 'ИмпортТрейд',320,0.5,2030-12-28,Ряд 10-Стеллаж 49,14642.29,6
DRO-001129,Тушь Pro-481,Косметика,ТД 'Универсал',534,5.0,NULL,Ряд 10-Стеллаж 33,31101.67,40
BLA-001130,Картина C-543,Товары для дома,ООО 'Поставщик+',2,1.0,2028-03-22,Ряд 12-Стеллаж 41,17107.38,18
DJD-001131,Отвертка Lite-385,Инструменты,ИП Иванов,816,0.1,2028-01-25,Ряд 12-Стеллаж 43,2497.45,1
SOB-001132,Дворники Max-976,Автотовары,ООО 'Поставщик+',416,0.1,2030-09-29,Ряд 20-Стеллаж 23,39336.83,0
YYE-001133,Футболка C-641,Одежда,ООО 'Поставщик+',274,2.0,2029-07-31,Ряд 17-Стеллаж 8,44515.74,46
TZQ-001134,Лыжи Max-66,Спорттовары,ТД 'Универсал',510,2.0,2028-08-11,Ряд 7-Стеллаж 25,35923.16,26
KGR-001135,Макароны Pro-305,Продукты питания,Торговый дом 'Восточный',409,1.0,2027-08-23,Ряд 17-Стеллаж 37,32277.04,28
EGK-001136,Роман Pro-299,Книги,ИП Иванов,377,1.0,2028-09-30,Ряд 10-Стеллаж 50,12629.9,21
YQE-001137,Степлер Max-192,Канцтовары,Компания 'Логистик',887,2.0,2026-10-01,Ряд 8-Стеллаж 47,33803.76,34
HYX-001138,Монитор A-791,Электроника,ЗАО 'СкладСервис',86,0.5,2028-04-26,Ряд 9-Стеллаж 19,25673.36,11
FCG-001139,Роман Max-705,Книги,ООО 'ОптТорг',531,0.1,2028-02-04,Ряд 5-Стеллаж 30,30524.26,2
IHQ-001140,Крем Pro-746,Косметика,Группа 'Мегаполис',209,5.0,2028-02-28,Ряд 7-Стеллаж 34,12922.97,85
FDC-001141,Джинсы Lite-94,Одежда,Торговый дом 'Восточный',614,0.5,2028-11-09,Ряд 18-Стеллаж 4,30342.5,6
QFF-001142,Ключ Pro-777,Инструменты,ЗАО 'СкладСервис',330,10.0,2028-05-11,Ряд 3-Стеллаж 6,45910.61,260
ZZC-001143,Лыжи A-343,Спорттовары,АО 'РегионСнаб',797,1.0,2028-03-22,Ряд 6-Стеллаж 14,41026.43,7
UCD-001144,Подушка Max-930,Товары для дома,ООО 'ОптТорг',946,0.1,2030-10-24,Ряд 16-Стеллаж 17,36476.59,2
KAQ-001145,Стиральный порошок Lite-655,Бытовая химия,АО 'РегионСнаб',376,1.0,NULL,Ряд 2-Стеллаж 5,15595.83,9
UHO-001146,Моющее средство B-622,Бытовая химия,Группа 'Мегаполис',406,0.5,2028-12-11,Ряд 14-Стеллаж 13,8571.5,15
PDG-001147,Тушь B-533,Косметика,ООО 'ИмпортТрейд',345,0.5,NULL,Ряд 2-Стеллаж 45,37313.48,15
NYB-001148,Ручка Lite-711,Канцтовары,ЗАО 'СкладСервис',21,2.0,NULL,Ряд 13-Стеллаж 28,21796.79,60
CTL-001149,Смартфон A-396,Электроника,ООО 'Поставщик+',966,0.1,2029-04-21,Ряд 12-Стеллаж 25,19921.62,2
ELI-001150,Фантастика Lite-188,Книги,Группа 'Мегаполис',102,5.0,2027-11-17,Ряд 11-Стеллаж 23,2650.0,100
LCQ-001151,Масло A-248,Автотовары,АО 'РегионСнаб',781,1.0,2027-01-21,Ряд 7-Стеллаж 34,41578.01,16
HOU-001152,Шина Lite-742,Автотовары,Группа 'Мегаполис',350,0.1,2031-02-16,Ряд 5-Стеллаж 27,2353.72,1
DCJ-001153,Детектив C-597,Книги,Торговый дом 'Восточный',18,1.0,2028-07-11,Ряд 10-Стеллаж 19,28725.67,7
UKP-001154,Свеча A-911,Товары для дома,ИП Петрова,965,1.0,2030-04-09,Ряд 10-Стеллаж 36,32105.38,26
NDU-001155,Картина C-584,Товары для дома,АО 'РегионСнаб',652,5.0,2027-07-30,Ряд 11-Стеллаж 37,5192.05,35
QZF-001156,Кофе Lite-984,Продукты питания,Группа 'Мегаполис',110,0.1,2027-12-28,Ряд 5-Стеллаж 50,48457.05,1
YKS-001157,Гантели C-576,Спорттовары,ТД 'Универсал',158,0.5,2030-07-04,Ряд 1-Стеллаж 42,22127.37,15
YSN-001158,Мыло A-919,Бытовая химия,ООО 'ИмпортТрейд',686,1.0,2031-01-30,Ряд 5-Стеллаж 43,44858.43,7
IKR-001159,Кофе Max-151,Продукты питания,Торговый дом 'Восточный',579,1.0,NULL,Ряд 5-Стеллаж 26,29546.08,18
LGU-001160,Молоток Max-851,Инструменты,ИП Петрова,387,0.5,NULL,Ряд 7-Стеллаж 1,28111.61,10
RDE-001161,Гантели B-602,Спорттовары,ООО 'ИмпортТрейд',585,0.5,NULL,Ряд 7-Стеллаж 50,13389.0,12
UIN-001162,Клетка Lite-401,Зоотовары,ООО 'Поставщик+',875,0.1,2026-11-08,Ряд 8-Стеллаж 1,375.34,2
XKZ-001163,Кроссовки A-627,Одежда,АО 'РегионСнаб',515,0.1,2030-01-15,Ряд 1-Стеллаж 4,47269.91,1
QCQ-001164,Платье Max-148,Одежда,Торговый дом 'Восточный',329,0.1,2031-02-02,Ряд 7-Стеллаж 38,47473.71,2
BJQ-001165,Духи Max-413,Косметика,ООО 'Поставщик+',917,0.5,2030-05-10,Ряд 6-Стеллаж 4,35730.05,10
TKD-001166,Кофе Max-955,Продукты питания,ООО 'ИмпортТрейд',19,1.0,2030-12-03,Ряд 16-Стеллаж 25,46158.35,12
PTG-001167,Дрель C-733,Инструменты,ООО 'ОптТорг',690,0.5,2029-04-11,Ряд 7-Стеллаж 30,11644.05,5
YFX-001168,Отвертка A-389,Инструменты,АО 'Торговый дом',478,0.5,2029-04-24,Ряд 6-Стеллаж 44,5127.75,13
CTG-001169,Мяч Max-559,Спорттовары,ЗАО 'СкладСервис',325,0.1,2030-02-05,Ряд 13-Стеллаж 8,9559.84,2
HGB-001170,Консервы B-463,Продукты питания,ИП Петрова,330,0.1,NULL,Ряд 2-Стеллаж 7,21586.43,1
FGC-001171,Масло B-655,Автотовары,ООО 'ОптТорг',110,5.0,2030-12-19,Ряд 17-Стеллаж 11,45762.77,45
CMV-001172,Велосипед Max-704,Спорттовары,ИП Иванов,104,1.0,2028-08-14,Ряд 14-Стеллаж 11,28647.36,17
PGL-001173,Шампунь Max-24,Бытовая химия,ООО 'ОптТорг',248,2.0,NULL,Ряд 11-Стеллаж 27,1506.39,28
MSO-001174,Лоток B-881,Зоотовары,АО 'РегионСнаб',412,1.0,2028-07-04,Ряд 13-Стеллаж 32,11835.7,19
UJA-001175,Гантели A-403,Спорттовары,ИП Иванов,86,1.0,2026-06-09,Ряд 8-Стеллаж 41,17497.73,28
RRA-001176,Тетрадь A-585,Канцтовары,ООО 'ОптТорг',458,5.0,NULL,Ряд 19-Стеллаж 10,36637.86,115
DOZ-001177,Картина A-976,Товары для дома,ООО 'Поставщик+',570,1.0,NULL,Ряд 14-Стеллаж 40,30467.62,16
EXA-001178,Бумага Lite-993,Канцтовары,ООО 'Поставщик+',974,1.0,NULL,Ряд 18-Стеллаж 28,48751.72,26
HDW-001179,Степлер Lite-469,Канцтовары,Торговый дом 'Восточный',624,0.5,NULL,Ряд 3-Стеллаж 19,17371.63,13
ZTA-001180,Игрушка Lite-788,Зоотовары,ТД 'Универсал',93,0.5,2026-07-07,Ряд 18-Стеллаж 26,22406.58,11
ZEY-001181,Аккумулятор Lite-154,Автотовары,Компания 'Логистик',389,2.0,NULL,Ряд 15-Стеллаж 32,30541.07,44
WOL-001182,Масло Max-545,Автотовары,Торговый дом 'Восточный',865,0.1,2026-08-19,Ряд 17-Стеллаж 37,9847.87,3
INK-001183,Чай Pro-746,Продукты питания,ЗАО 'СкладСервис',640,2.0,NULL,Ряд 9-Стеллаж 2,33195.33,36
QRO-001184,Монитор Pro-472,Электроника,ЗАО 'СкладСервис',127,0.1,NULL,Ряд 11-Стеллаж 24,13452.71,1
PFJ-001185,Одеяло Lite-984,Товары для дома,Компания 'Логистик',190,1.0,2031-02-24,Ряд 19-Стеллаж 18,39487.28,14
XOC-001186,Отвертка C-399,Инструменты,ИП Иванов,266,0.1,2029-03-18,Ряд 18-Стеллаж 49,16927.5,2
EOK-001187,Подушка Lite-728,Товары для дома,Группа 'Мегаполис',889,1.0,2030-03-28,Ряд 4-Стеллаж 15,43029.49,23
KJY-001188,Фильтр A-199,Автотовары,ООО 'ОптТорг',269,5.0,2029-12-17,Ряд 16-Стеллаж 50,34021.15,75
HQW-001189,Коврик Lite-242,Спорттовары,ИП Петрова,76,5.0,2030-11-17,Ряд 6-Стеллаж 4,9997.43,145
GAV-001190,Стиральный порошок B-747,Бытовая химия,АО 'РегионСнаб',314,0.1,2028-06-08,Ряд 4-Стеллаж 21,41388.59,1
EQF-001191,Молоток Lite-273,Инструменты,ТД 'Универсал',745,2.0,NULL,Ряд 14-Стеллаж 29,42585.39,16
YDW-001192,Кроссовки A-713,Одежда,Компания 'Логистик',973,2.0,NULL,Ряд 12-Стеллаж 12,22858.82,52
PMB-001193,Фантастика C-412,Книги,ИП Иванов,775,0.5,2028-03-05,Ряд 5-Стеллаж 16,42242.87,11
EDI-001194,Отвертка Pro-724,Инструменты,АО 'РегионСнаб',59,5.0,2030-09-08,Ряд 18-Стеллаж 29,14012.93,60
IIT-001195,Игрушка Lite-132,Зоотовары,Компания 'Логистик',554,1.0,2030-03-15,Ряд 11-Стеллаж 46,42086.74,16
HPD-001196,Куртка Max-236,Одежда,Торговый дом 'Восточный',438,10.0,NULL,Ряд 1-Стеллаж 3,2191.6,160
PWB-001197,Шампунь A-535,Бытовая химия,ИП Иванов,658,2.0,2029-12-10,Ряд 3-Стеллаж 14,328.21,34
FQO-001198,Кофе Max-503,Продукты питания,ЗАО 'СкладСервис',102,0.1,2028-08-15,Ряд 17-Стеллаж 40,19184.22,2
DZR-001199,Мыло Lite-757,Бытовая химия,АО 'РегионСнаб',459,2.0,2029-10-21,Ряд 14-Стеллаж 10,37357.66,22
SXH-001200,Джинсы B-622,Одежда,ООО 'ОптТорг',223,2.0,2026-12-12,Ряд 4-Стеллаж 48,6729.6,18
DVA-001201,Помада B-209,Косметика,ИП Петрова,94,0.1,NULL,Ряд 3-Стеллаж 34,12275.19,1
SMA-001202,Макароны Max-997,Продукты питания,ТД 'Универсал',413,0.5,2029-02-26,Ряд 6-Стеллаж 23,24029.98,8
JQM-001203,Пила Pro-922,Инструменты,ИП Иванов,883,1.0,2028-09-01,Ряд 17-Стеллаж 50,42751.21,30
RGC-001204,Ноутбук Pro-807,Электроника,ООО 'ОптТорг',889,0.1,2030-10-17,Ряд 6-Стеллаж 5,22885.48,1
SFO-001205,Одеяло Max-422,Товары для дома,ИП Иванов,979,2.0,2029-02-17,Ряд 5-Стеллаж 37,47761.88,52
WYT-001206,Тетрадь Lite-877,Канцтовары,ЗАО 'СкладСервис',874,1.0,2028-12-20,Ряд 8-Стеллаж 11,16288.87,18
XFO-001207,Духи A-585,Косметика,Компания 'Логистик',427,0.1,2030-12-05,Ряд 8-Стеллаж 11,40421.68,1
IWP-001208,Дворники B-451,Автотовары,ИП Петрова,732,1.0,2026-10-23,Ряд 20-Стеллаж 38,21967.86,12
BBG-001209,Одеяло Lite-975,Товары для дома,ТД 'Универсал',777,0.5,2029-05-13,Ряд 16-Стеллаж 46,44774.37,8
OXG-001210,Консервы Lite-193,Продукты питания,ООО 'Поставщик+',831,1.0,NULL,Ряд 12-Стеллаж 26,36473.69,30
EWG-001211,Коврик Max-216,Спорттовары,ТД 'Универсал',621,2.0,2031-01-27,Ряд 17-Стеллаж 33,43187.97,42
SSW-001212,Игрушка Pro-661,Зоотовары,ООО 'ОптТорг',365,0.1,2028-07-03,Ряд 2-Стеллаж 13,915.98,1
COU-001213,Степлер B-798,Канцтовары,АО 'Торговый дом',471,0.1,2026-06-24,Ряд 19-Стеллаж 6,1190.89,1
YYT-001214,Корм Lite-426,Зоотовары,ООО 'Поставщик+',94,0.5,NULL,Ряд 17-Стеллаж 13,2881.6,6
ZCR-001215,Масло B-162,Автотовары,АО 'Торговый дом',623,5.0,2026-09-28,Ряд 2-Стеллаж 41,7589.04,55
DRS-001216,Масло A-116,Автотовары,АО 'РегионСнаб',477,2.0,2026-04-05,Ряд 4-Стеллаж 39,38580.28,56
JCX-001217,Наушники B-203,Электроника,АО 'Торговый дом',632,1.0,NULL,Ряд 11-Стеллаж 43,37141.85,23
YTF-001218,Тушь Lite-107,Косметика,ИП Петрова,197,0.5,NULL,Ряд 1-Стеллаж 43,8982.94,13
DUE-001219,Куртка B-154,Одежда,Компания 'Логистик',23,2.0,2031-02-08,Ряд 5-Стеллаж 22,42999.2,50
PJA-001220,Картина C-132,Товары для дома,Группа 'Мегаполис',717,2.0,2028-07-14,Ряд 1-Стеллаж 14,35797.88,50
UPV-001221,Куртка Lite-376,Одежда,Группа 'Мегаполис',992,0.5,2026-07-28,Ряд 7-Стеллаж 28,46761.68,12
KTD-001222,Смартфон C-629,Электроника,Компания 'Логистик',964,0.1,2028-04-22,Ряд 5-Стеллаж 31,46512.75,2
EGM-001223,Наушники B-134,Электроника,ИП Иванов,613,1.0,2028-08-22,Ряд 14-Стеллаж 28,43105.12,7
DHQ-001224,Футболка B-61,Одежда,ООО 'ИмпортТрейд',327,0.1,2027-02-22,Ряд 1-Стеллаж 15,35074.99,1
DQX-001225,Ключ Max-798,Инструменты,ТД 'Универсал',577,5.0,2030-07-15,Ряд 10-Стеллаж 40,3290.88,105
ZJL-001226,Консервы Lite-61,Продукты питания,Группа 'Мегаполис',257,0.5,NULL,Ряд 9-Стеллаж 30,21737.53,5
TUN-001227,Наушники B-434,Электроника,Группа 'Мегаполис',27,2.0,2029-06-14,Ряд 4-Стеллаж 29,19961.99,18
NON-001228,Роман Pro-87,Книги,ЗАО 'СкладСервис',375,0.5,2027-01-06,Ряд 1-Стеллаж 47,5453.67,8
FBL-001229,Мыло Pro-308,Бытовая химия,ООО 'Поставщик+',473,1.0,NULL,Ряд 2-Стеллаж 19,18088.0,23
FKC-001230,Шампунь Max-440,Бытовая химия,ООО 'Поставщик+',17,1.0,2026-09-03,Ряд 18-Стеллаж 34,33834.49,21
PMF-001231,Коврик Pro-911,Спорттовары,ООО 'Поставщик+',341,0.1,2029-04-15,Ряд 20-Стеллаж 26,7871.39,2
KVC-001232,Свеча Pro-436,Товары для дома,АО 'Торговый дом',537,0.1,2027-03-02,Ряд 16-Стеллаж 2,1652.63,1
CZQ-001233,Планшет Lite-242,Электроника,АО 'Торговый дом',814,0.1,2030-10-14,Ряд 4-Стеллаж 17,1915.67,3
OYB-001234,Роман C-804,Книги,ИП Петрова,775,1.0,2029-09-04,Ряд 19-Стеллаж 1,15786.6,28
EGP-001235,Ноутбук Max-67,Электроника,ИП Петрова,304,1.0,2030-05-18,Ряд 20-Стеллаж 34,49485.41,27
FPR-001236,Отвертка Pro-294,Инструменты,АО 'РегионСнаб',617,1.0,2027-06-14,Ряд 14-Стеллаж 25,47774.83,11
YMO-001237,Стиральный порошок Lite-457,Бытовая химия,Группа 'Мегаполис',850,0.1,2029-05-06,Ряд 17-Стеллаж 43,29569.2,1
UBV-001238,Тональный крем B-109,Косметика,ИП Иванов,904,0.5,NULL,Ряд 7-Стеллаж 30,2596.49,10
CBE-001239,Лоток Lite-526,Зоотовары,ЗАО 'СкладСервис',28,1.0,2028-09-11,Ряд 18-Стеллаж 6,11798.78,28
PXU-001240,Масло A-994,Автотовары,ИП Иванов,918,0.1,2030-12-27,Ряд 19-Стеллаж 19,46393.78,2
OKG-001241,Лыжи Pro-996,Спорттовары,ИП Иванов,164,2.0,2030-02-28,Ряд 17-Стеллаж 33,36885.41,28
NLA-001242,Крупа B-390,Продукты питания,ООО 'Поставщик+',831,0.1,NULL,Ряд 16-Стеллаж 21,23690.1,0
OHK-001243,Лоток B-475,Зоотовары,ЗАО 'СкладСервис',86,5.0,2029-09-05,Ряд 6-Стеллаж 39,33537.1,120
